date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:04:17	1238/1238	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/assets/vendor/remixicon/remixicondf6d-5.html?t=1590207869815	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/assets/vendor/remixicon/remixicondf6d-5df6d.html	(from https://dapp-connects.web.app/assets/vendor/remixicon/remixicon.css)
17:04:23	1238/1238	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/assets/img/hero-bg.html	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/assets/img/hero-bg.html	(from https://dapp-connects.web.app/assets/css/style.css)
17:04:32	1238/1238	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/assets/img/team-shape.html	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/assets/img/team-shape.html	(from https://dapp-connects.web.app/assets/css/style.css)
17:04:34	1238/1238	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/assets/img/footer-bg.html	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/assets/img/footer-bg.html	(from https://dapp-connects.web.app/assets/css/style.css)
17:04:37	69320/69320	---M-Z	200	added ('OK')	text/css	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/css/style.css	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/css/style.css	(from https://dapp-connects.web.app/wallets.html)
17:04:45	1806/1806	---M-Z	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/icon/Favicon.html	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/icon/Favicon.html	(from https://dapp-connects.web.app/wallets.html)
17:04:46	59176/59176	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/coin.js	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/coin.js	(from https://dapp-connects.web.app/wallets.html)
17:04:46	4385/4385	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/walle.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/walle.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:47	6633/6633	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/trust_wallet.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/trust_wallet.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:47	9649/9649	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/metamask.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/metamask.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:48	3118/3118	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/maiar.jfif	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/maiar.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:49	18169/18169	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/binance.png	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/binance.png	(from https://dapp-connects.web.app/wallets.html)
17:04:49	5034/5034	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/polygon.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/polygon.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:51	9592/9592	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/terra.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/terra.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:51	196612/196612	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/glass.png	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/glass.png	(from https://dapp-connects.web.app/wallets.html)
17:04:53	7225/7225	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/walleth.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/walleth.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:54	4799/4799	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/argent.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/argent.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:54	8163/8163	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/huobi.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/huobi.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:55	11884/11884	---M-Z	200	added ('OK')	image/png	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/lite.png	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/lite.png	(from https://dapp-connects.web.app/wallets.html)
17:04:55	4481/4481	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/compound.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/compound.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:55	10853/10853	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/polkadot.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/polkadot.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:56	12620/12620	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/coin98.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/coin98.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:56	42520/42520	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/iotex.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/iotex.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:56	11139/11139	---M-Z	200	added ('OK')	image/png	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/coinbase.png	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/coinbase.png	(from https://dapp-connects.web.app/wallets.html)
17:04:57	10892/10892	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/crypto.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/crypto.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:58	6087/6087	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/token_pocket.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/token_pocket.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:58	13353/13353	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/math_wallet.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/math_wallet.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:59	17962/17962	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/1inch.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/1inch.jpg	(from https://dapp-connects.web.app/wallets.html)
17:04:59	9289/9289	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/dharma.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/dharma.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:00	7139/7139	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/ledger_live.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/ledger_live.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:00	13502/13502	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/trust_vault.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/trust_vault.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:01	12526/12526	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/atomic.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/atomic.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:02	7236/7236	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/cool_wallet_s.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/cool_wallet_s.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:02	9261/9261	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/mykey.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/mykey.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:03	8155/8155	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/nash.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/nash.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:03	8658/8658	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/hiro.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/hiro.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:04	12007/12007	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/gridplus.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/gridplus.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:04	9631/9631	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/stad.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/stad.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:05	9532/9532	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/safepal.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/safepal.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:05	12842/12842	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/wallet_io.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/wallet_io.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:05	9959/9959	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/ownbit.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/ownbit.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:06	6077/6077	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/easypocket.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/easypocket.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:06	9672/9672	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/infinito.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/infinito.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:06	7723/7723	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/bridge_wallet.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/bridge_wallet.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:06	8024/8024	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/via_wallet.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/via_wallet.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:07	12042/12042	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/bitkeep.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/bitkeep.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:07	6859/6859	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/unstoppable_wallet.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/unstoppable_wallet.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:08	6941/6941	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/halodefi_wallet.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/halodefi_wallet.jpg	(from https://dapp-connects.web.app/wallets.html)
17:05:08	7738/7738	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2024%20Feb%202023%2018:22:22%20GMT	https://dapp-connects.web.app/asset/images/logo/dok_wallet.jpg	C:/My%20Web%20Sites/Dapp%20Validate/dapp-connects.web.app/asset/images/logo/dok_wallet.jpg	(from https://dapp-connects.web.app/wallets.html)
